"flags","cltxt01"
0,"Got locked out of my previous account and cant remember my old username. so had to start a new account. prefect."
0,"My boyfriend has been living with me for a year now and he doesn't help with much and barely ever shows affection 😭"
0,"It sounds selfish but if my friend did get into the live semi finals of britains got talent she would change. She loves attention and it really annoys me. "
0,"Scars Tell The True Stories Of Our Past      😓💕😓"
0,"At least i know now"
0,"I'm not better now. I'm just different and you haven't figured out my new poison."
0,"I've been really missing my grandad lately so I'm getting the pandora December birthstone ring in memory of him because his birthday was in December, rest in peace angel=O"
0,"I am probably one of a load of people that has no idea what they want to do but has so much pressure from parents to pick something straight away that it causes arguments"
0,"Worst summer ever"
0,"The pain when you love someone who will never love you back. Happens just to many times and I wish it didn't =�"
0,"If i were to jump... Would you be there to catch me? How long before you notice I'm gone? Would you miss me? Would you care? Would you wish there things you had said or done? Or would you feel free?"
0,"why, thats all I wanna know. "
0,"It's like summer is not going"
0,"I now weight 62kg and I'm so angry at myself for getting to such a massive weight I wanna tear myself apart and wait for myself to starve to death "
0,"My mother thinks I need therapy, but what I really need is for her to understand and care about me..."
0,"I just want attention, thats all. Being quiet results in not being noticed:( "
0,"I fucking hate myself so much."
0,"i am dating a football player, that's a secret. i meet him on a site, he is an amazing and lovely person, likes so much of me, is a litthe ""naughty"" haha. and i love him"
0,"I don't know how much longer I can take on this earth, I lost all hope in everything and nothing seems to work, there's no hope left for me."
0,"I told my ex bf a few months ago before we started dating that my now ex bff said she had a crush on him... after we broke up he told her this and now she hates me... I regret it so much  😢"
0,"I took online tests. They all say I'm depressed but I'm too scared to go to the doctors and actually find out"
0,"My best friend's dying"
0,"What if I don't know anymore?"
0,"I always feel left out and it really makes me feel like shit. "
0,"Happy Tuesday everyone!"
0,"Being in a relationship that just cant work out because of many reasons, is the worst feeling in the world. I love him so much if only there was a way for us to be together =\u0014"
0,"After years of depression I'm finally happy, I've met someone and they make me so happy, this has helped too, remember everyone there is light at the end of the tunnel and things do get better "
0,"I wish i was beautiful and i was one day happy with my reflection in the mirror. i want to stop hating myself and one day accept myself for who I am 😓💔"
0,"You may be making a difference in someone's life and not know it!"
0,"Make sure you call your girl ""your girl"" trust me that shit will put a smile on her face for hours. "
0,"i wanna commit"
0,"I'm not better, okay. I'm not! And I keep waiting for someone to figure that out"
0,"Feeling unwanted in your own home💦😪"
0,"I really need to stop smoking"
1,"B"
0,"It sucks being with someone who makes you feel like an idiot sometimes. He may be a sweet teddy bear, but in the end, all we focus on are the bad moments... Not the good"
0,"I find it bad that I still like a boy that is a really nasty person ? I can't help it help!!!"
0,"I smoke to make the pain go away =\u0014"
0,"I love just holding my boob. "
0,"Can't wait to leave all the cranks at school in May & start collage in September=o#meetnewpeople #NewcastleCollage "
0,"I can't face this English exam! "
0,"I have got an A- on all three of the tests I have got back and I'm really happy"
0,"I have Trichotillomania (pulls out my own hair - my case are my eyelashes). I have to wear eyeliner every day and can't look at myself or others without it. It's been ruining my life for 6 years..."
0,"Last year i almost got a eating disorder i hope this year i will change my ways of eating "
0,"I'm horrible. I have a boyfriend that I love but I also have this friend that I like. ... I don't know what to do "
0,"Is it weird that me and my gf are crazily kinky? Sometimes I feel embarrassed about it because its not ""normal"" "
0,"The weather is freezing \n❄❄❄❄"
0,"I'm not really good at talking to people online or over the phone. I'm more of a face-to-face person. "
7,"Snapchat-porky99.   Insta-P.O.R.K.Y     My number 0403842300 "
0,"When people ask about the brown things on my arm and I just reply ""scars"" =\u0014d\u000f"
0,"I cant stay clean its always everyday i pick it up and cant put it back down "
0,"really feeling like no one cares about me anymore "
0,"I want to live in a Disney film xx"
0,"I hate having chubby cheeks "
0,"You've got a face for a smile, you know =\n"
0,"I just want to die, I can't see my dad, I haven't been myself. I'm done with this world. "
0,"Knowing he was only with you to make someone else jealous 👌🏼that's the best feeling ever 😒"
0,"My inner vagina hurts omg 😰"
0,"Debating whether to join a course or not coz I'm afraid I won't fit in and just look like an idiot"
0,"The sky is such an inspiration to me - the darkness of night always brings the light of day ( no matter how bad things may seem, it will get better ) d"
0,"Anyone that's scared of coming out don't be. I told my ex girlfriend who was supportive and encouraged me to tell my mum who was not bothered I told my best friend today and he's fine with it #comeout"
0,"I really want to be friends with people who use this app =\u0011=M<�"
0,"loving life "
0,"I love you just doesn't mean anything anymore=-"
0,"I am a Satanist and I want to get possessed by a demon but I don't really know how :("
0,"When my friends talk abt boobs and ""rate that girl"" and ""would u fuck her"" and I just wanna scream. I'm not into women=*"
0,"A part of me thinks I'm beautiful... Another part of me looks in the mirror and says ""Have a nice day fatso. Better cover your face in makeup and hide your fat."" 😔"
0,"I may be 3 weeks clean but that doesn't mean that I don't stop thinking about it🔪"
0,"Although some bad things are happening in my life right now talking to him cheers me up loads😁"
0,"I JUST WANNA SCREAM SO BAD IM SO DONE"
0,"The only thing I looked forward to are my dreams .... That's just sad "
0,"I'm so glad my school has a sixth form because I don't want to leave-it's the best school I could of asked for, great teachers, decent people in my year, decent uniform. It's not so bad after all "
0,"World's worst day "
0,"Would it be that bad ending it all? 😓"
0,"My dad broke my heart long before any boy ever could ..."
0,"My mate has something important to tell es but its bad and wont tell me?!! Just keeps telling my to go get ready but how can i if hes meant to be ma best mate and i cant tell me anything?!!! 😡😭"
0,"This might sound gross, but I have pet rats, they are beautiful and always make me happy when I need them. they are better than humans sometimes\n "
